Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,CFU_TaqMan,Date_Collected,Collected_By
B4,FALSE,ZH_4,atpe,VIC,Unknown,28.34278068,3.611608715,1259277.795,20241015,ZH
C4,FALSE,ZH_4,atpe,VIC,Unknown,28.26434065,3.782384484,1318823.042,20241015,ZH
A5,FALSE,ZH_5,atpe,VIC,Unknown,26.11620954,13.40473381,4673896.029,20241015,ZH
B5,FALSE,ZH_5,atpe,VIC,Unknown,25.82539414,15.90921873,5547147.396,20241015,ZH
C5,FALSE,ZH_5,atpe,VIC,Unknown,25.95164977,14.76905232,5149599.833,20241015,ZH
A6,FALSE,ZH_6,atpe,VIC,Unknown,25.49561539,19.31996548,6736389.637,20241015,ZH
B6,FALSE,ZH_6,atpe,VIC,Unknown,25.27987901,21.93773425,7649140.254,20241015,ZH
C6,FALSE,ZH_6,atpe,VIC,Unknown,25.2900838,21.80626985,7603301.9,20241015,ZH
A7,FALSE,ZH_7,atpe,VIC,Unknown,28.97074719,2.49497782,869936.4785,20241015,ZH
B7,FALSE,ZH_7,atpe,VIC,Unknown,28.82918605,2.711927456,945581.4002,20241015,ZH
C7,FALSE,ZH_7,atpe,VIC,Unknown,29.07879005,2.341150304,816300.6639,20241015,ZH
A8,FALSE,ZH_8,atpe,VIC,Unknown,23.04511564,81.81724397,28527630.39,20241015,ZH
B8,FALSE,ZH_8,atpe,VIC,Unknown,22.74117605,97.85717552,34120354.09,20241015,ZH
C8,FALSE,ZH_8,atpe,VIC,Unknown,22.7901249,95.07614153,33150676.96,20241015,ZH
A9,FALSE,ZH_9,atpe,VIC,Unknown,22.77035648,96.18964309,33538927.16,20241015,ZH
B9,FALSE,ZH_9,atpe,VIC,Unknown,22.58731654,107.1395902,37356900.34,20241015,ZH
C9,FALSE,ZH_9,atpe,VIC,Unknown,22.67287252,101.8743236,35521033.34,20241015,ZH
