"Sample","Dilution","Count","CFU_Count","Cq","Quantity","CFU_TaqMan"
"AM_91224_L_2","N_4.2",2,720000,35.4668405263771,0.0329481610005022,89607.9692482277
"AM_91224_L_2","N_2",NA,720000,35.2906311003648,0.0363705125559905,98915.6199221498
"AM_91224_L_2","N_2",NA,720000,35.9960115453741,0.024487489,66597.7734309623
"AM_91224_L_2","N_2",NA,720000,35.4668405263771,0.0329481610005022,89607.9692482277
"AM_91224_L_2","N_2.1",NA,720000,35.2906311003648,0.0363705125559905,98915.6199221498
"AM_91224_L_2","N_2.1",NA,720000,35.9960115453741,0.024487489,66597.7734309623
"AM_91224_L_2","N_2.1",NA,720000,35.4668405263771,0.0329481610005022,89607.9692482277
"AM_91224_L_2","N_2.2",NA,720000,35.2906311003648,0.0363705125559905,98915.6199221498
"AM_91224_L_2","N_2.2",NA,720000,35.9960115453741,0.024487489,66597.7734309623
"AM_91224_L_2","N_2.2",NA,720000,35.4668405263771,0.0329481610005022,89607.9692482277
"AM_91224_L_3","N_4",0.7,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_4",0.7,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_4",0.7,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_3","N_4.1",1.3,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_4.1",1.3,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_4.1",1.3,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_3","N_4.2",NA,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_4.2",NA,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_4.2",NA,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_3","N_2",NA,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_2",NA,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_2",NA,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_3","N_2.1",NA,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_2.1",NA,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_2.1",NA,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_3","N_2.2",NA,720000,36.03204509,0.0239975990639958,65265.4367849258
"AM_91224_L_3","N_2.2",NA,720000,35.389447725145,0.03440973,93582.9476987448
"AM_91224_L_3","N_2.2",NA,720000,37.036757117712,0.0136601757877781,37151.1056989782
"AM_91224_L_4","N_4",3,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_4",3,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_4",3,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_4","N_4.1",4,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_4.1",4,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_4.1",4,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_4","N_4.2",6,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_4.2",6,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_4.2",6,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_4","N_2",NA,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_2",NA,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_2",NA,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_4","N_2.1",NA,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_2.1",NA,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_2.1",NA,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_4","N_2.2",NA,720000,34.341265802244,0.0619413213529656,168459.660583379
"AM_91224_L_4","N_2.2",NA,720000,34.5201320398968,0.05602929,152380.914225941
"AM_91224_L_4","N_2.2",NA,720000,34.2182372430757,0.06636602,180493.359832636
"AM_91224_L_5","N_4",7,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_4",7,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_4",7,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_5","N_4.1",5,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_4.1",5,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_4.1",5,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_5","N_4.2",2,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_4.2",2,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_4.2",2,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_5","N_2",NA,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_2",NA,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_2",NA,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_5","N_2.1",NA,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_2.1",NA,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_2.1",NA,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_5","N_2.2",NA,720000,35.8067101021086,0.027230226,74057.1
"AM_91224_L_5","N_2.2",NA,720000,35.1223010531083,0.039971324,108708.621757322
"AM_91224_L_5","N_2.2",NA,720000,36.01817935,0.0241849384119033,65774.9371035026
"AM_91224_L_6","N_4",4,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_4",4,720000,NA,0,0
"AM_91224_L_6","N_4",4,720000,NA,0,0
"AM_91224_L_6","N_4.1",3,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_4.1",3,720000,NA,0,0
"AM_91224_L_6","N_4.1",3,720000,NA,0,0
"AM_91224_L_6","N_4.2",8,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_4.2",8,720000,NA,0,0
"AM_91224_L_6","N_4.2",8,720000,NA,0,0
"AM_91224_L_6","N_2",NA,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_2",NA,720000,NA,0,0
"AM_91224_L_6","N_2",NA,720000,NA,0,0
"AM_91224_L_6","N_2.1",NA,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_2.1",NA,720000,NA,0,0
"AM_91224_L_6","N_2.1",NA,720000,NA,0,0
"AM_91224_L_6","N_2.2",NA,720000,35.4571848297478,0.033127065,90094.5282426778
"AM_91224_L_6","N_2.2",NA,720000,NA,0,0
"AM_91224_L_6","N_2.2",NA,720000,NA,0,0
"AM_91224_L_7","N_4",8,720000,NA,0,0
"AM_91224_L_7","N_4",8,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_4",8,720000,NA,0,0
"AM_91224_L_7","N_4.1",4,720000,NA,0,0
"AM_91224_L_7","N_4.1",4,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_4.1",4,720000,NA,0,0
"AM_91224_L_7","N_4.2",6,720000,NA,0,0
"AM_91224_L_7","N_4.2",6,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_4.2",6,720000,NA,0,0
"AM_91224_L_7","N_2",NA,720000,NA,0,0
"AM_91224_L_7","N_2",NA,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_2",NA,720000,NA,0,0
"AM_91224_L_7","N_2.1",NA,720000,NA,0,0
"AM_91224_L_7","N_2.1",NA,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_2.1",NA,720000,NA,0,0
"AM_91224_L_7","N_2.2",NA,720000,NA,0,0
"AM_91224_L_7","N_2.2",NA,720000,36.9492892653405,0.0143469733940695,39018.9652976785
"AM_91224_L_7","N_2.2",NA,720000,NA,0,0
"AM_91224_L_8","N_4",11,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_4",11,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_4",11,720000,NA,0,0
"AM_91224_L_8","N_4.1",12,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_4.1",12,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_4.1",12,720000,NA,0,0
"AM_91224_L_8","N_4.2",13,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_4.2",13,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_4.2",13,720000,NA,0,0
"AM_91224_L_8","N_2",NA,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_2",NA,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_2",NA,720000,NA,0,0
"AM_91224_L_8","N_2.1",NA,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_2.1",NA,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_2.1",NA,720000,NA,0,0
"AM_91224_L_8","N_2.2",NA,720000,35.0411842222035,0.041831714,113768.259832636
"AM_91224_L_8","N_2.2",NA,720000,34.9763474960221,0.043380798,117981.249790795
"AM_91224_L_8","N_2.2",NA,720000,NA,0,0
"AM_91224_L_9","N_4",6,720000,NA,0,0
"AM_91224_L_9","N_4",6,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_4",6,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_9","N_4.1",6,720000,NA,0,0
"AM_91224_L_9","N_4.1",6,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_4.1",6,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_9","N_4.2",2,720000,NA,0,0
"AM_91224_L_9","N_4.2",2,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_4.2",2,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_9","N_2",NA,720000,NA,0,0
"AM_91224_L_9","N_2",NA,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_2",NA,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_9","N_2.1",NA,720000,NA,0,0
"AM_91224_L_9","N_2.1",NA,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_2.1",NA,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_9","N_2.2",NA,720000,NA,0,0
"AM_91224_L_9","N_2.2",NA,720000,35.0009332318388,0.042786754,116365.648953975
"AM_91224_L_9","N_2.2",NA,720000,34.699964004273,0.050654095,137762.183054393
"AM_91224_L_10","N_4",4,720000,NA,0,0
"AM_91224_L_10","N_4",4,720000,NA,0,0
"AM_91224_L_10","N_4",4,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_10","N_4.1",5,720000,NA,0,0
"AM_91224_L_10","N_4.1",5,720000,NA,0,0
"AM_91224_L_10","N_4.1",5,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_10","N_4.2",5,720000,NA,0,0
"AM_91224_L_10","N_4.2",5,720000,NA,0,0
"AM_91224_L_10","N_4.2",5,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_10","N_2",NA,720000,NA,0,0
"AM_91224_L_10","N_2",NA,720000,NA,0,0
"AM_91224_L_10","N_2",NA,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_10","N_2.1",NA,720000,NA,0,0
"AM_91224_L_10","N_2.1",NA,720000,NA,0,0
"AM_91224_L_10","N_2.1",NA,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_10","N_2.2",NA,720000,NA,0,0
"AM_91224_L_10","N_2.2",NA,720000,NA,0,0
"AM_91224_L_10","N_2.2",NA,720000,34.0063864057702,0.074738602,203263.980334728
"AM_91224_L_11","N_4",8,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_4",8,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_4",8,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_11","N_4.1",8,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_4.1",8,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_4.1",8,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_11","N_4.2",11,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_4.2",11,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_4.2",11,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_11","N_2",NA,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_2",NA,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_2",NA,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_11","N_2.1",NA,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_2.1",NA,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_2.1",NA,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_11","N_2.2",NA,720000,33.9933140128537,0.07528855,204759.654811715
"AM_91224_L_11","N_2.2",NA,720000,33.5203281458442,0.098159239,266960.273430962
"AM_91224_L_11","N_2.2",NA,720000,34.7493077589892,0.0492715478283982,134002.117524932
"AM_91224_L_12","N_4",2.6,720000,NA,0,0
"AM_91224_L_12","N_4",2.6,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_4",2.6,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_L_12","N_4.1",3.8,720000,NA,0,0
"AM_91224_L_12","N_4.1",3.8,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_4.1",3.8,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_L_12","N_4.2",4.1,720000,NA,0,0
"AM_91224_L_12","N_4.2",4.1,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_4.2",4.1,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_L_12","N_2",NA,720000,NA,0,0
"AM_91224_L_12","N_2",NA,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_2",NA,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_L_12","N_2.1",NA,720000,NA,0,0
"AM_91224_L_12","N_2.1",NA,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_2.1",NA,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_L_12","N_2.2",NA,720000,NA,0,0
"AM_91224_L_12","N_2.2",NA,720000,33.8942012142761,0.079591965,216463.503138075
"AM_91224_L_12","N_2.2",NA,720000,35.3826021990687,0.034542088,93942.9171548117
"AM_91224_S_1","N_4",NA,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_4",NA,720000,NA,0,0
"AM_91224_S_1","N_4",NA,720000,NA,0,0
"AM_91224_S_1","N_4.1",NA,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_4.1",NA,720000,NA,0,0
"AM_91224_S_1","N_4.1",NA,720000,NA,0,0
"AM_91224_S_1","N_4.2",NA,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_4.2",NA,720000,NA,0,0
"AM_91224_S_1","N_4.2",NA,720000,NA,0,0
"AM_91224_S_1","N_2",9,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_2",9,720000,NA,0,0
"AM_91224_S_1","N_2",9,720000,NA,0,0
"AM_91224_S_1","N_2.1",11,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_2.1",11,720000,NA,0,0
"AM_91224_S_1","N_2.1",11,720000,NA,0,0
"AM_91224_S_1","N_2.2",8,720000,36.0632200197268,0.023581678,64134.2707112971
"AM_91224_S_1","N_2.2",8,720000,NA,0,0
"AM_91224_S_1","N_2.2",8,720000,NA,0,0
"AM_91224_S_2","N_4",NA,720000,NA,0,0
"AM_91224_S_2","N_4",NA,720000,NA,0,0
"AM_91224_S_2","N_4",NA,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_2","N_4.1",NA,720000,NA,0,0
"AM_91224_S_2","N_4.1",NA,720000,NA,0,0
"AM_91224_S_2","N_4.1",NA,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_2","N_4.2",NA,720000,NA,0,0
"AM_91224_S_2","N_4.2",NA,720000,NA,0,0
"AM_91224_S_2","N_4.2",NA,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_2","N_2",15,720000,NA,0,0
"AM_91224_S_2","N_2",15,720000,NA,0,0
"AM_91224_S_2","N_2",15,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_2","N_2.1",19,720000,NA,0,0
"AM_91224_S_2","N_2.1",19,720000,NA,0,0
"AM_91224_S_2","N_2.1",19,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_2","N_2.2",15,720000,NA,0,0
"AM_91224_S_2","N_2.2",15,720000,NA,0,0
"AM_91224_S_2","N_2.2",15,720000,36.1195682939092,0.0228481113776646,62139.2150438578
"AM_91224_S_3","N_4",NA,720000,NA,0,0
"AM_91224_S_3","N_4",NA,720000,NA,0,0
"AM_91224_S_3","N_4",NA,720000,NA,0,0
"AM_91224_S_3","N_4.1",NA,720000,NA,0,0
"AM_91224_S_3","N_4.1",NA,720000,NA,0,0
"AM_91224_S_3","N_4.1",NA,720000,NA,0,0
"AM_91224_S_3","N_4.2",NA,720000,NA,0,0
"AM_91224_S_3","N_4.2",NA,720000,NA,0,0
"AM_91224_S_3","N_4.2",NA,720000,NA,0,0
"AM_91224_S_3","N_2",5,720000,NA,0,0
"AM_91224_S_3","N_2",5,720000,NA,0,0
"AM_91224_S_3","N_2",5,720000,NA,0,0
"AM_91224_S_3","N_2.1",6,720000,NA,0,0
"AM_91224_S_3","N_2.1",6,720000,NA,0,0
"AM_91224_S_3","N_2.1",6,720000,NA,0,0
"AM_91224_S_3","N_2.2",3,720000,NA,0,0
"AM_91224_S_3","N_2.2",3,720000,NA,0,0
"AM_91224_S_3","N_2.2",3,720000,NA,0,0
"AM_91224_S_4","N_4",NA,720000,NA,0,0
"AM_91224_S_4","N_4",NA,720000,NA,0,0
"AM_91224_S_4","N_4",NA,720000,NA,0,0
"AM_91224_S_4","N_4.1",NA,720000,NA,0,0
"AM_91224_S_4","N_4.1",NA,720000,NA,0,0
"AM_91224_S_4","N_4.1",NA,720000,NA,0,0
"AM_91224_S_4","N_4.2",NA,720000,NA,0,0
"AM_91224_S_4","N_4.2",NA,720000,NA,0,0
"AM_91224_S_4","N_4.2",NA,720000,NA,0,0
"AM_91224_S_4","N_2",10,720000,NA,0,0
"AM_91224_S_4","N_2",10,720000,NA,0,0
"AM_91224_S_4","N_2",10,720000,NA,0,0
"AM_91224_S_4","N_2.1",40,720000,NA,0,0
"AM_91224_S_4","N_2.1",40,720000,NA,0,0
"AM_91224_S_4","N_2.1",40,720000,NA,0,0
"AM_91224_S_4","N_2.2",NA,720000,NA,0,0
"AM_91224_S_4","N_2.2",NA,720000,NA,0,0
"AM_91224_S_4","N_2.2",NA,720000,NA,0,0
"AM_91224_S_5","N_4",NA,720000,NA,0,0
"AM_91224_S_5","N_4",NA,720000,NA,0,0
"AM_91224_S_5","N_4",NA,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_5","N_4.1",NA,720000,NA,0,0
"AM_91224_S_5","N_4.1",NA,720000,NA,0,0
"AM_91224_S_5","N_4.1",NA,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_5","N_4.2",NA,720000,NA,0,0
"AM_91224_S_5","N_4.2",NA,720000,NA,0,0
"AM_91224_S_5","N_4.2",NA,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_5","N_2",40,720000,NA,0,0
"AM_91224_S_5","N_2",40,720000,NA,0,0
"AM_91224_S_5","N_2",40,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_5","N_2.1",60,720000,NA,0,0
"AM_91224_S_5","N_2.1",60,720000,NA,0,0
"AM_91224_S_5","N_2.1",60,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_5","N_2.2",110,720000,NA,0,0
"AM_91224_S_5","N_2.2",110,720000,NA,0,0
"AM_91224_S_5","N_2.2",110,720000,34.8838724194107,0.0456899962065995,124261.495959371
"AM_91224_S_6","N_4",NA,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_4",NA,720000,NA,0,0
"AM_91224_S_6","N_4",NA,720000,NA,0,0
"AM_91224_S_6","N_4.1",NA,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_4.1",NA,720000,NA,0,0
"AM_91224_S_6","N_4.1",NA,720000,NA,0,0
"AM_91224_S_6","N_4.2",NA,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_4.2",NA,720000,NA,0,0
"AM_91224_S_6","N_4.2",NA,720000,NA,0,0
"AM_91224_S_6","N_2",28,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_2",28,720000,NA,0,0
"AM_91224_S_6","N_2",28,720000,NA,0,0
"AM_91224_S_6","N_2.1",18,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_2.1",18,720000,NA,0,0
"AM_91224_S_6","N_2.1",18,720000,NA,0,0
"AM_91224_S_6","N_2.2",28,720000,35.5729365487648,0.031044883,84431.690167364
"AM_91224_S_6","N_2.2",28,720000,NA,0,0
"AM_91224_S_6","N_2.2",28,720000,NA,0,0
"AM_91224_S_7","N_4",NA,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_4",NA,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_4",NA,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_7","N_4.1",NA,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_4.1",NA,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_4.1",NA,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_7","N_4.2",NA,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_4.2",NA,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_4.2",NA,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_7","N_2",20,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_2",20,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_2",20,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_7","N_2.1",23,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_2.1",23,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_2.1",23,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_7","N_2.2",22,720000,34.1463429711866,0.06909659,187919.59623431
"AM_91224_S_7","N_2.2",22,720000,37.0303318784346,0.0137094882607617,37285.2191192264
"AM_91224_S_7","N_2.2",22,720000,34.8797970269474,0.045794544,124545.830962343
"AM_91224_S_8","N_4",NA,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_4",NA,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_4",NA,720000,NA,0,0
"AM_91224_S_8","N_4.1",NA,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_4.1",NA,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_4.1",NA,720000,NA,0,0
"AM_91224_S_8","N_4.2",NA,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_4.2",NA,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_4.2",NA,720000,NA,0,0
"AM_91224_S_8","N_2",60,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_2",60,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_2",60,720000,NA,0,0
"AM_91224_S_8","N_2.1",60,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_2.1",60,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_2.1",60,720000,NA,0,0
"AM_91224_S_8","N_2.2",110,720000,36.7459886595877,0.016079664,43731.3037656904
"AM_91224_S_8","N_2.2",110,720000,34.1413208913358,0.069291476,188449.620920502
"AM_91224_S_8","N_2.2",110,720000,NA,0,0
"AM_91224_S_9","N_4",NA,720000,35.8357542933467,0.0267902724923381,72860.573723932
"AM_91224_S_9","N_4",NA,720000,NA,0,0
"AM_91224_S_9","N_4",NA,720000,NA,0,0
"AM_91224_S_9","N_4.1",NA,720000,35.8357542933467,0.0267902724923381,72860.573723932
"AM_91224_S_9","N_4.1",NA,720000,NA,0,0
