Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
B12,FALSE,DNA_6,atpe,VIC,Standard,20.90313757318031,97.07655752
C10,FALSE,DNA_9,atpe,VIC,Standard,26.23260261583183,6.489962981
C11,FALSE,DNA_9,atpe,VIC,Standard,26.42392721012262,6.489962981
C12,FALSE,DNA_9,atpe,VIC,Standard,26.20729415844002,6.489962981
F10,FALSE,water,atpe,VIC,Negative Control,Undetermined,
F11,FALSE,water,atpe,VIC,Negative Control,Undetermined,
F12,FALSE,water,atpe,VIC,Negative Control,Undetermined,
G10,FALSE,water,atpe,VIC,Negative Control,Undetermined,
G11,FALSE,water,atpe,VIC,Negative Control,Undetermined,
G12,FALSE,water,atpe,VIC,Negative Control,Undetermined,
H10,FALSE,water,atpe,VIC,Negative Control,Undetermined,
H11,FALSE,water,atpe,VIC,Negative Control,Undetermined,
H12,FALSE,water,atpe,VIC,Negative Control,Undetermined,
