Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
E4,FALSE,Spleen_4_G3,atpe,VIC,Unknown,29.12110245569623,0.7038790772592469
E5,FALSE,Spleen_5_G3,atpe,VIC,Unknown,32.99849288342335,0.074015455
E6,FALSE,Spleen_6_G4,atpe,VIC,Unknown,28.35333721994793,1.099480196531974
E7,FALSE,Spleen_7_G4,atpe,VIC,Unknown,28.544495144569545,0.983926601
E8,FALSE,Spleen_8_G5,atpe,VIC,Unknown,31.57387092030409,0.16932515479005747
E9,FALSE,Spleen_9_G5,atpe,VIC,Unknown,28.856163384467933,0.8209865393466047
E10,FALSE,Spleen_10_G5,atpe,VIC,Unknown,30.347536517380384,0.3452209933432713
E11,FALSE,,atpe,VIC,Unknown,Undetermined,
E12,FALSE,,atpe,VIC,Unknown,Undetermined,
F1,FALSE,Spleen_1_G2,atpe,VIC,Unknown,29.60881480991884,0.5302241992658951
F2,FALSE,Spleen_2_G2,atpe,VIC,Unknown,30.433519041977732,0.32840200643994344
F3,FALSE,Spleen_3_G3,atpe,VIC,Unknown,28.30243865781268,1.1324732116435252
F4,FALSE,Spleen_4_G3,atpe,VIC,Unknown,28.935108914443383,0.7841874923255456
F5,FALSE,Spleen_5_G3,atpe,VIC,Unknown,32.41659197157644,0.1037821139833923
F6,FALSE,Spleen_6_G4,atpe,VIC,Unknown,28.286318262735335,1.143127675623989
F7,FALSE,Spleen_7_G4,atpe,VIC,Unknown,28.632854910998986,0.9346985808224643
F8,FALSE,Spleen_8_G5,atpe,VIC,Unknown,31.64101258707953,0.1628482877480563
F9,FALSE,Spleen_9_G5,atpe,VIC,Unknown,29.465860102388625,0.5761342591429667
F10,FALSE,Spleen_10_G5,atpe,VIC,Unknown,30.667637937020466,0.28664411949580243
F11,FALSE,,atpe,VIC,Unknown,Undetermined,
F12,FALSE,,atpe,VIC,Unknown,Undetermined,
G1,FALSE,DNASD_4,atpe,VIC,Standard,17.205464316436604,589.3353141
G2,FALSE,DNASD_4,atpe,VIC,Standard,17.252700501560597,589.3353141
G3,FALSE,DNASD_4,atpe,VIC,Standard,17.513131433379165,589.3353141
G4,FALSE,DNASD_6,atpe,VIC,Standard,21.14165137575432,97.07655752
G5,FALSE,DNASD_6,atpe,VIC,Standard,20.73171731125136,97.07655752
G6,FALSE,DNASD_6,atpe,VIC,Standard,21.14909269641192,97.07655752
G7,FALSE,DNASD_9,atpe,VIC,Standard,24.413785337870436,6.489962981
G8,FALSE,DNASD_9,atpe,VIC,Standard,25.33852092006392,6.489962981
G9,FALSE,DNASD_9,atpe,VIC,Standard,24.36870780625418,6.489962981
G10,FALSE,DNASD_12,atpe,VIC,Standard,30.883853332566133,0.43388044
G11,FALSE,DNASD_12,atpe,VIC,Standard,30.57748892663878,0.43388044
G12,FALSE,DNASD_12,atpe,VIC,Standard,31.58572304303697,0.43388044
H1,TRUE,DNASD_14,atpe,VIC,Standard,Undetermined,0.071469702
H2,FALSE,DNASD_14,atpe,VIC,Standard,32.42129865997147,0.071469702
H3,FALSE,DNASD_14,atpe,VIC,Standard,31.812485935408915,0.071469702
H4,TRUE,DNASD_16,atpe,VIC,Unknown,Undetermined,
H5,TRUE,DNASD_16,atpe,VIC,Unknown,Undetermined,
H6,TRUE,DNASD_16,atpe,VIC,Unknown,Undetermined,
H7,FALSE,Water,atpe,VIC,Negative Control,Undetermined,
H8,FALSE,Water,atpe,VIC,Negative Control,Undetermined,
H9,FALSE,Water,atpe,VIC,Negative Control,Undetermined,
H10,FALSE,,atpe,VIC,Unknown,Undetermined,
H11,FALSE,,atpe,VIC,Unknown,Undetermined,
H12,FALSE,,atpe,VIC,Unknown,Undetermined,
